Machine_ID,Timestamp,Temperature,Vibration,Pressure,Run_Time,Oil_Level,Power_Consumption,Product_Rate,Maintenance_Due,Downtime_Flag,Downtime,Quality_Score,Equipment_Age
M5,2024-01-27 01:00:00,50.61,0.646,106.05,10.24,0.854,87.9,85.29,0,0,No,83.66,854
M4,2024-01-27 02:00:00,67.05,0.707,116.56,4.46,0.913,94.15,83.43,0,0,No,88.58,1002
M3,2024-01-27 03:00:00,78.37,0.813,114.03,2.67,0.817,73.76,110.01,0,1,Yes,89.25,1049
M6,2024-01-27 04:00:00,87.62,0.265,115.75,17.35,0.952,88.33,90.64,1,1,Yes,85.84,252
M2,2024-01-27 05:00:00,65.74,0.342,118.62,6.42,0.903,77.63,104.05,0,0,No,88.49,322
M3,2024-01-27 06:00:00,107.81,0.68,87.92,19.68,0.909,74.44,100.44,0,1,Yes,77.59,363
M5,2024-01-27 07:00:00,55.9,0.726,77.97,23.89,0.861,71.35,82.3,0,0,No,81.52,977
M9,2024-01-27 08:00:00,66.54,0.365,59.31,1.84,0.966,60.97,101.14,0,0,No,84.94,1059
M2,2024-01-27 09:00:00,73.75,0.351,92.75,11.35,0.776,85.4,103.56,1,1,Yes,94.95,420
M10,2024-01-27 10:00:00,71.99,0.37,84.45,19.25,0.814,77.27,115.94,0,0,No,92.78,636
M8,2024-01-27 11:00:00,56.52,0.179,123.23,18.93,0.933,52.7,122.42,0,0,No,79.69,931
M2,2024-01-27 12:00:00,81.72,0.246,94.25,18.24,0.848,80.75,84.71,0,0,No,90.41,323
M5,2024-01-27 13:00:00,80.57,0.251,79.39,8.38,0.967,91.58,105.32,0,0,No,88.11,399
M7,2024-01-27 14:00:00,75.72,0.441,76.23,10.89,0.804,66.93,66.74,0,0,No,93.71,977
M8,2024-01-27 15:00:00,79.98,0.554,139.78,14.28,0.811,72.87,112.77,0,0,No,88.47,375
M1,2024-01-27 16:00:00,82.37,0.587,99.56,23.37,0.967,84.41,116.46,0,0,No,94.49,665
M6,2024-01-27 17:00:00,50.74,0.398,84.37,7.86,0.839,54.41,59.92,0,0,No,82.71,569
M1,2024-01-27 18:00:00,77.1,0.403,102.48,22.16,0.855,74.66,94.91,0,0,No,96.52,934
M2,2024-01-27 19:00:00,77.36,0.525,137.94,6.46,0.8,83.47,86.54,0,0,No,90.74,682
M1,2024-01-27 20:00:00,92.93,0.201,92.21,23.74,0.783,74.39,94.87,0,0,No,83.49,627
M5,2024-01-27 21:00:00,75.62,0.692,113.74,16.09,0.897,67.02,91.9,0,0,No,93.1,1002
M10,2024-01-27 22:00:00,83.23,0.757,123.73,11.12,0.736,67.5,99.35,1,1,Yes,86.0,925
M9,2024-01-27 23:00:00,66.28,0.375,62.17,14.72,0.964,63.88,114.81,0,0,No,85.57,961
M6,2024-01-28 00:00:00,75.4,0.42,87.23,6.54,0.934,73.67,95.29,0,0,No,95.65,433
M1,2024-01-28 01:00:00,83.58,0.749,121.22,6.58,0.757,90.57,85.19,1,1,Yes,86.49,421
M1,2024-01-28 02:00:00,73.73,0.475,86.01,2.73,0.908,103.62,97.04,0,0,No,96.07,853
M2,2024-01-28 03:00:00,56.35,0.618,108.29,2.74,0.881,80.36,96.2,0,0,No,86.66,296
M9,2024-01-28 04:00:00,60.58,0.482,84.83,8.34,0.755,87.68,98.7,0,0,No,89.39,229
M3,2024-01-28 05:00:00,87.46,0.811,91.09,18.31,0.782,70.59,90.58,0,1,Yes,85.76,274
M1,2024-01-28 06:00:00,95.89,0.598,88.65,14.59,0.823,59.08,105.44,0,1,Yes,85.33,489
M5,2024-01-28 07:00:00,92.63,0.61,112.73,2.46,0.91,98.52,119.4,0,0,No,86.45,804
M7,2024-01-28 08:00:00,94.18,0.613,104.03,20.45,0.892,74.05,80.97,0,0,No,87.34,283
M6,2024-01-28 09:00:00,56.95,0.389,101.98,14.43,0.86,87.19,106.76,0,0,No,88.36,626
M1,2024-01-28 10:00:00,89.89,0.407,150.15,23.06,0.931,81.58,114.4,1,1,Yes,80.67,943
M5,2024-01-28 11:00:00,98.43,0.654,134.79,16.08,0.927,89.95,93.49,0,1,Yes,78.25,489
M5,2024-01-28 12:00:00,84.28,0.525,60.38,4.2,0.885,89.54,118.78,1,1,Yes,86.93,604
M6,2024-01-28 13:00:00,71.89,0.264,91.13,11.37,0.936,82.78,99.09,0,0,No,91.96,525
M3,2024-01-28 14:00:00,84.43,0.875,148.53,15.56,0.8,83.88,83.11,0,1,Yes,78.09,910
M5,2024-01-28 15:00:00,55.96,0.696,88.51,0.68,0.964,92.13,80.93,0,0,No,84.27,870
M7,2024-01-28 16:00:00,64.56,0.508,141.75,0.36,0.884,75.9,111.77,1,1,Yes,86.28,354
M5,2024-01-28 17:00:00,58.74,0.445,91.47,3.11,0.947,95.56,110.39,0,0,No,89.07,759
M5,2024-01-28 18:00:00,82.04,0.54,95.32,6.04,0.864,72.92,123.46,0,0,No,94.75,957
M5,2024-01-28 19:00:00,85.71,0.604,117.27,10.31,0.766,80.77,110.06,0,0,No,89.12,642
M10,2024-01-28 20:00:00,72.69,0.093,98.2,11.7,0.863,86.29,98.51,0,0,No,90.35,832
M10,2024-01-28 21:00:00,61.91,0.922,109.89,3.31,0.811,63.71,107.23,0,1,Yes,83.03,879
M3,2024-01-28 22:00:00,74.7,0.342,131.5,16.16,0.909,93.82,101.08,1,1,Yes,90.39,1049
M1,2024-01-28 23:00:00,67.7,0.5,115.18,14.31,0.843,84.76,95.01,0,0,No,93.31,977
M5,2024-01-29 00:00:00,63.06,0.507,102.83,7.07,0.951,113.01,91.76,0,0,No,93.32,647
M9,2024-01-29 01:00:00,80.08,0.899,133.47,0.33,0.903,100.81,74.15,0,1,Yes,82.78,719
M1,2024-01-29 02:00:00,63.63,0.482,117.53,1.86,0.905,79.89,88.87,1,1,Yes,90.46,636
M3,2024-01-29 03:00:00,51.5,0.818,85.33,9.4,0.765,97.86,99.71,1,1,Yes,78.96,620
M4,2024-01-29 04:00:00,54.84,0.581,139.6,3.7,0.995,88.47,59.41,0,0,No,80.37,843
M1,2024-01-29 05:00:00,50.95,0.308,112.85,9.04,0.953,82.31,92.28,0,0,No,81.56,277
M1,2024-01-29 06:00:00,78.71,0.527,95.73,15.08,0.937,63.41,113.81,0,0,No,96.75,920
M8,2024-01-29 07:00:00,77.26,0.476,59.58,13.13,0.799,65.76,120.15,0,0,No,90.31,950
M2,2024-01-29 08:00:00,76.51,0.283,72.45,5.55,0.861,80.04,92.09,0,0,No,89.4,189
M8,2024-01-29 09:00:00,83.82,0.572,134.0,8.25,0.741,75.05,91.53,0,1,Yes,87.36,943
M7,2024-01-29 10:00:00,92.88,0.504,134.79,14.74,0.862,82.25,89.2,0,0,No,84.01,650
M10,2024-01-29 11:00:00,79.34,0.611,101.71,20.66,0.744,93.72,91.62,0,1,Yes,95.26,920
M10,2024-01-29 12:00:00,81.1,0.539,64.6,18.08,0.866,88.65,117.14,0,0,No,89.1,285
M2,2024-01-29 13:00:00,51.31,0.37,78.26,13.28,0.895,73.04,124.44,0,0,No,81.2,1042
M6,2024-01-29 14:00:00,95.68,0.654,67.52,8.7,0.817,89.25,74.67,0,1,Yes,80.09,566
M6,2024-01-29 15:00:00,56.33,0.375,66.8,8.76,0.85,70.86,87.83,1,1,Yes,81.53,325
M3,2024-01-29 16:00:00,77.22,-0.12,140.54,21.11,0.963,68.58,72.05,0,0,No,78.38,741
M2,2024-01-29 17:00:00,66.03,0.526,141.2,0.94,0.733,83.82,99.57,0,1,Yes,86.76,550
M1,2024-01-29 18:00:00,62.53,0.389,77.58,23.71,0.938,71.85,92.67,1,1,Yes,87.06,312
M6,2024-01-29 19:00:00,75.49,0.576,99.83,15.95,0.751,73.58,105.38,0,0,No,98.19,945
M5,2024-01-29 20:00:00,78.21,0.9,74.3,16.35,0.711,89.94,109.95,0,1,Yes,85.26,217
M9,2024-01-29 21:00:00,72.16,0.906,99.7,0.91,0.756,86.58,108.28,1,1,Yes,90.41,205
M1,2024-01-29 22:00:00,51.9,0.467,132.79,14.53,0.93,76.28,75.31,0,0,No,81.23,748
M7,2024-01-29 23:00:00,104.75,0.335,121.57,11.63,0.822,63.75,99.61,0,1,Yes,77.5,656
M5,2024-01-30 00:00:00,83.24,0.617,116.17,2.54,0.962,72.65,74.56,0,0,No,90.31,1075
M5,2024-01-30 01:00:00,114.51,0.426,96.12,6.67,0.857,99.42,126.05,0,1,Yes,77.99,848
M2,2024-01-30 02:00:00,75.51,0.578,125.24,21.37,0.707,89.67,94.68,0,1,Yes,93.13,998
M3,2024-01-30 03:00:00,89.37,0.368,112.93,13.2,0.915,94.24,79.5,1,1,Yes,87.59,575
M7,2024-01-30 04:00:00,86.69,0.55,108.08,9.92,0.733,82.56,91.84,0,1,Yes,91.54,352
M6,2024-01-30 05:00:00,70.64,0.338,97.69,1.74,0.937,76.49,103.12,1,1,Yes,94.11,340
M2,2024-01-30 06:00:00,96.17,0.737,106.37,17.14,0.75,89.05,111.0,1,1,Yes,83.41,833
M6,2024-01-30 07:00:00,68.92,0.382,105.77,16.87,0.804,92.82,119.5,0,0,No,93.45,904
M2,2024-01-30 08:00:00,69.59,0.632,89.17,14.74,0.928,75.2,100.94,0,0,No,92.48,874
M2,2024-01-30 09:00:00,22.93,0.247,84.5,12.25,0.986,72.87,94.99,0,0,No,65.81,1024
M2,2024-01-30 10:00:00,81.14,0.656,80.06,10.41,0.811,64.79,110.28,0,0,No,89.82,622
M3,2024-01-30 11:00:00,55.12,0.307,81.34,14.24,0.949,72.62,109.86,0,0,No,82.46,227
M2,2024-01-30 12:00:00,66.74,0.552,96.24,5.6,0.757,86.69,101.78,1,1,Yes,94.07,567
M4,2024-01-30 13:00:00,71.53,0.705,92.95,22.59,0.942,74.04,112.14,0,0,No,92.76,563
M9,2024-01-30 14:00:00,69.51,0.46,87.59,14.13,0.897,89.32,90.85,0,0,No,93.97,311
M6,2024-01-30 15:00:00,81.66,0.294,86.1,7.47,0.758,99.67,99.64,0,0,No,89.78,459
M1,2024-01-30 16:00:00,75.17,0.599,105.84,10.79,0.791,80.25,69.51,0,0,No,96.76,332
M8,2024-01-30 17:00:00,85.64,0.332,127.55,19.34,0.74,79.84,120.85,0,1,Yes,85.8,178
M7,2024-01-30 18:00:00,93.98,0.419,99.78,3.88,0.815,85.49,92.62,1,1,Yes,88.85,256
M10,2024-01-30 19:00:00,69.47,0.553,98.47,7.03,0.761,74.26,120.93,0,0,No,95.87,391
M3,2024-01-30 20:00:00,67.82,0.772,81.3,16.31,0.893,73.53,90.16,0,0,No,87.23,660
M1,2024-01-30 21:00:00,89.37,0.505,95.54,7.57,0.998,73.82,104.53,0,0,No,91.82,240
M5,2024-01-30 22:00:00,90.56,0.505,123.81,19.02,0.704,68.54,100.82,0,1,Yes,87.37,726
M4,2024-01-30 23:00:00,86.11,0.648,120.75,3.13,0.862,89.0,90.97,0,0,No,87.35,270
M10,2024-01-31 00:00:00,60.72,0.51,119.36,18.3,0.872,75.03,107.19,0,0,No,88.79,395
M8,2024-01-31 01:00:00,81.34,0.627,118.72,1.64,0.974,91.11,119.15,0,0,No,90.54,500
M1,2024-01-31 02:00:00,76.64,0.716,108.73,0.3,0.852,85.29,126.85,0,0,No,93.12,560
M10,2024-01-31 03:00:00,108.95,0.434,108.02,21.56,0.863,79.77,111.14,0,1,Yes,80.11,987
M1,2024-01-31 04:00:00,66.41,-0.155,104.9,13.95,0.841,88.1,81.85,0,0,No,81.62,444
M4,2024-01-31 05:00:00,50.0,0.336,91.66,8.44,0.781,70.57,78.92,0,0,No,82.56,569
M8,2024-01-31 06:00:00,85.35,0.742,101.67,5.58,0.717,72.2,117.08,0,1,Yes,89.65,744
M5,2024-01-31 07:00:00,36.62,0.493,104.31,14.81,0.823,87.14,85.04,0,0,No,79.81,878
M2,2024-01-31 08:00:00,64.03,0.432,112.66,12.22,0.716,58.04,109.24,0,1,Yes,90.62,796
M6,2024-01-31 09:00:00,71.58,0.733,102.01,23.8,0.865,80.15,102.01,0,0,No,93.22,192
M5,2024-01-31 10:00:00,71.46,0.48,142.1,23.6,0.792,85.91,119.78,0,0,No,89.4,365
M2,2024-01-31 11:00:00,63.76,0.081,75.8,15.24,0.86,93.11,107.65,0,0,No,81.17,450
M3,2024-01-31 12:00:00,93.26,0.199,115.09,10.63,0.74,95.15,99.54,0,1,Yes,81.83,538
M9,2024-01-31 13:00:00,87.31,0.584,99.18,11.79,0.98,78.7,130.92,1,1,Yes,92.01,640
M7,2024-01-31 14:00:00,71.22,0.487,100.04,16.38,0.968,87.7,112.35,0,0,No,97.84,737
M7,2024-01-31 15:00:00,92.0,0.791,83.75,2.44,0.757,71.96,108.32,0,0,No,82.43,573
M6,2024-01-31 16:00:00,59.07,0.353,120.39,7.88,0.803,75.57,89.76,0,0,No,85.02,852
M8,2024-01-31 17:00:00,57.03,0.438,113.06,1.81,0.884,93.68,82.8,0,0,No,87.16,298
M4,2024-01-31 18:00:00,87.95,0.323,116.67,1.76,0.729,79.6,96.11,0,1,Yes,86.65,667
M8,2024-01-31 19:00:00,83.69,0.396,103.38,4.7,0.806,81.6,77.52,0,0,No,92.89,669
M4,2024-01-31 20:00:00,68.1,0.122,93.5,11.65,0.775,69.67,95.17,0,0,No,87.68,1040
M8,2024-01-31 21:00:00,57.97,0.423,98.67,18.83,0.975,84.23,112.01,0,0,No,89.68,244
M9,2024-01-31 22:00:00,96.9,0.49,108.67,11.65,0.956,87.54,114.73,1,1,Yes,87.11,517
M3,2024-01-31 23:00:00,49.2,0.473,59.89,8.05,0.874,87.23,94.87,0,0,No,78.53,240
M3,2024-02-01 00:00:00,66.02,0.93,117.46,1.98,0.856,67.89,144.04,0,1,Yes,83.42,636
M2,2024-02-01 01:00:00,78.43,0.867,148.52,13.21,0.979,90.0,119.1,0,1,Yes,81.25,1041
M10,2024-02-01 02:00:00,102.03,0.35,109.61,6.51,0.98,70.02,99.55,0,1,Yes,81.56,643
M3,2024-02-01 03:00:00,80.75,0.091,94.38,14.76,0.991,79.74,117.12,0,0,No,87.83,493
M3,2024-02-01 04:00:00,98.65,0.48,96.78,23.45,0.738,63.82,91.31,0,1,Yes,87.14,274
M5,2024-02-01 05:00:00,66.46,0.575,114.15,2.67,0.748,78.21,103.81,0,1,Yes,91.39,479
M5,2024-02-01 06:00:00,83.53,0.328,94.83,5.09,0.903,69.96,94.59,0,0,No,91.26,507
M2,2024-02-01 07:00:00,76.58,0.338,117.37,11.35,0.862,75.51,81.82,0,0,No,92.49,443
M10,2024-02-01 08:00:00,61.41,0.817,96.52,23.25,0.706,80.6,107.99,0,1,Yes,86.18,890
M6,2024-02-01 09:00:00,86.89,0.448,134.28,18.52,0.719,88.27,99.91,0,1,Yes,86.17,282
M5,2024-02-01 10:00:00,107.47,0.632,133.73,21.56,0.966,87.93,101.02,1,1,Yes,74.37,878
M6,2024-02-01 11:00:00,87.05,0.314,93.4,8.01,0.961,56.63,99.59,0,0,No,88.93,732
M1,2024-02-01 12:00:00,90.6,0.489,98.38,23.81,0.807,86.78,86.53,0,0,No,91.65,462
M5,2024-02-01 13:00:00,60.66,0.433,99.55,2.47,0.967,82.06,123.83,0,0,No,91.39,701
M9,2024-02-01 14:00:00,40.36,0.365,99.82,1.27,0.878,74.4,103.73,0,0,No,79.94,269
M10,2024-02-01 15:00:00,92.83,0.731,81.05,20.53,0.942,71.2,96.0,0,0,No,82.68,568
M2,2024-02-01 16:00:00,109.47,0.222,78.25,22.25,0.828,79.38,80.36,0,1,Yes,72.86,450
M1,2024-02-01 17:00:00,89.93,0.56,125.0,2.17,0.734,82.31,121.05,1,1,Yes,86.33,245
M10,2024-02-01 18:00:00,87.24,0.429,121.8,2.72,0.83,83.78,113.76,0,0,No,88.1,911
M9,2024-02-01 19:00:00,73.89,0.583,121.45,0.8,0.837,78.03,100.02,1,1,Yes,93.49,1010
M10,2024-02-01 20:00:00,91.31,0.432,98.61,2.51,0.865,54.76,80.74,0,0,No,90.2,980
M9,2024-02-01 21:00:00,88.86,0.673,137.84,5.03,0.732,75.05,124.88,0,1,Yes,82.03,410
M9,2024-02-01 22:00:00,82.39,0.312,99.55,23.28,0.997,68.16,94.53,0,0,No,92.46,385
M6,2024-02-01 23:00:00,85.15,0.732,117.26,16.03,0.773,100.55,89.93,0,0,No,86.84,782
M8,2024-02-02 00:00:00,66.96,0.494,72.23,18.69,0.76,80.59,99.26,0,0,No,90.31,529
M1,2024-02-02 01:00:00,83.1,0.234,95.41,18.63,0.858,87.41,105.63,0,0,No,89.72,557
M10,2024-02-02 02:00:00,55.51,0.636,96.88,12.84,0.861,86.35,97.47,0,0,No,86.91,917
M4,2024-02-02 03:00:00,56.67,0.46,98.69,19.14,0.832,83.1,49.19,1,1,Yes,89.78,1019
M1,2024-02-02 04:00:00,90.87,0.158,73.49,14.3,0.932,75.84,103.74,0,0,No,79.93,1054
M8,2024-02-02 05:00:00,89.06,0.566,114.08,7.55,0.855,74.56,113.84,0,0,No,88.82,870
M1,2024-02-02 06:00:00,84.5,0.701,120.57,13.47,0.883,59.79,86.63,0,0,No,87.11,522
M3,2024-02-02 07:00:00,76.32,0.756,85.12,12.8,0.917,81.42,123.41,0,0,No,91.24,1020
M4,2024-02-02 08:00:00,39.13,0.424,77.05,19.76,0.708,83.0,113.12,0,1,Yes,75.96,644
M8,2024-02-02 09:00:00,88.65,0.529,84.62,23.56,0.871,79.52,107.03,0,0,No,89.52,993
M6,2024-02-02 10:00:00,81.81,0.51,109.91,9.87,0.965,81.43,84.79,0,0,No,94.41,778
M10,2024-02-02 11:00:00,66.98,0.798,88.07,18.32,0.705,67.94,104.18,0,1,Yes,87.64,281
M7,2024-02-02 12:00:00,64.31,0.338,97.32,2.39,0.822,77.06,105.32,0,0,No,90.88,501
M8,2024-02-02 13:00:00,96.67,0.407,78.53,18.64,0.978,73.5,98.77,0,1,Yes,83.01,244
M2,2024-02-02 14:00:00,74.1,0.333,139.59,8.91,0.806,86.65,113.37,0,0,No,88.29,421
M10,2024-02-02 15:00:00,81.82,0.21,101.46,0.95,0.838,80.41,94.59,0,0,No,90.5,928
M8,2024-02-02 16:00:00,86.61,0.55,122.99,8.72,0.994,73.6,95.93,0,0,No,88.6,342
M3,2024-02-02 17:00:00,59.98,0.82,109.86,14.66,0.76,78.4,90.0,0,1,Yes,84.11,518
M7,2024-02-02 18:00:00,77.9,0.46,99.16,2.86,0.72,69.6,93.23,0,1,Yes,97.59,332
M3,2024-02-02 19:00:00,113.75,0.324,98.13,22.18,0.958,76.72,97.75,0,1,Yes,76.72,605
M7,2024-02-02 20:00:00,102.29,0.537,85.5,1.86,0.961,85.83,97.21,0,1,Yes,82.71,634
M2,2024-02-02 21:00:00,90.72,0.618,90.99,22.32,0.842,66.68,96.53,0,0,No,87.98,900
M10,2024-02-02 22:00:00,71.43,0.469,79.84,16.97,0.854,79.39,113.86,1,1,Yes,93.56,1062
M6,2024-02-02 23:00:00,79.04,0.781,77.66,7.91,0.951,72.5,122.54,0,0,No,87.9,1026
M3,2024-02-03 00:00:00,78.65,0.338,141.73,9.38,0.922,66.68,80.77,0,0,No,86.58,286
M3,2024-02-03 01:00:00,95.8,0.443,105.58,17.78,0.78,98.65,122.19,0,1,Yes,87.34,920
M9,2024-02-03 02:00:00,60.05,0.559,129.31,14.44,0.705,92.54,110.12,0,1,Yes,85.48,416
M7,2024-02-03 03:00:00,70.8,0.579,84.12,16.12,0.844,74.02,86.6,0,0,No,93.15,948
M5,2024-02-03 04:00:00,58.24,0.509,74.97,9.34,0.958,77.1,95.05,0,0,No,86.43,662
M10,2024-02-03 05:00:00,59.82,0.244,80.44,11.71,0.969,59.78,104.26,0,0,No,83.38,628
M7,2024-02-03 06:00:00,96.78,0.968,91.56,23.76,0.987,64.08,75.17,0,1,Yes,78.07,372
M9,2024-02-03 07:00:00,87.15,0.453,100.73,5.13,0.964,68.72,98.7,0,0,No,92.84,548
M1,2024-02-03 08:00:00,65.26,0.522,96.98,10.03,0.874,79.66,107.88,1,1,Yes,94.08,858
M7,2024-02-03 09:00:00,86.58,0.623,84.54,7.0,0.833,78.85,88.83,0,0,No,88.65,546
M6,2024-02-03 10:00:00,91.67,0.373,101.75,18.36,0.932,83.32,77.8,0,0,No,88.77,324
M10,2024-02-03 11:00:00,104.02,0.511,103.51,18.34,0.922,86.79,102.98,0,1,Yes,84.56,687
M9,2024-02-03 12:00:00,76.05,0.365,114.05,7.02,0.861,82.78,133.12,0,0,No,93.96,708
M1,2024-02-03 13:00:00,65.4,0.583,129.41,1.95,0.726,69.19,89.3,0,1,Yes,87.66,655
M4,2024-02-03 14:00:00,59.96,0.445,92.72,0.27,0.978,83.24,89.69,0,0,No,89.92,797
M9,2024-02-03 15:00:00,58.47,0.554,124.31,10.26,0.837,86.35,96.99,1,1,Yes,85.8,288
M4,2024-02-03 16:00:00,93.75,0.291,101.32,9.85,0.809,75.73,123.55,1,1,Yes,86.18,893
M10,2024-02-03 17:00:00,62.73,0.334,69.45,23.72,0.889,61.54,75.21,0,0,No,84.44,213
M3,2024-02-03 18:00:00,93.27,0.227,135.67,11.28,0.902,91.84,111.55,0,0,No,78.27,472
M9,2024-02-03 19:00:00,61.97,0.358,145.45,6.15,0.763,80.88,92.94,0,0,No,81.55,468
M2,2024-02-03 20:00:00,77.67,-0.015,112.38,21.39,0.951,52.27,94.23,0,0,No,85.9,530
M4,2024-02-03 21:00:00,72.73,0.439,101.8,11.79,0.787,100.7,84.85,0,0,No,97.28,572
M6,2024-02-03 22:00:00,64.45,0.393,94.57,14.38,0.756,75.21,96.27,0,0,No,91.5,738
M2,2024-02-03 23:00:00,88.98,0.53,90.72,2.3,0.822,104.39,85.28,0,0,No,90.55,434
M8,2024-02-04 00:00:00,102.2,0.509,124.21,9.19,0.919,83.77,91.87,0,1,Yes,81.38,227
M8,2024-02-04 01:00:00,78.17,0.751,99.65,22.66,0.99,77.97,63.02,0,0,No,93.32,1023
M1,2024-02-04 02:00:00,68.52,1.019,133.48,14.15,0.943,81.84,73.99,0,1,Yes,79.69,818
M3,2024-02-04 03:00:00,72.55,0.728,100.7,8.27,0.982,72.91,105.05,0,0,No,94.09,904
M10,2024-02-04 04:00:00,83.12,0.409,91.75,15.02,0.742,80.61,118.93,1,1,Yes,92.48,904
M9,2024-02-04 05:00:00,87.24,0.401,87.97,21.85,0.721,100.11,148.45,0,1,Yes,89.5,599
M5,2024-02-04 06:00:00,95.81,0.674,85.13,6.58,0.867,71.01,113.87,0,1,Yes,83.15,1035
M6,2024-02-04 07:00:00,92.2,0.163,110.28,12.12,0.787,85.33,92.28,0,0,No,82.61,1066
M4,2024-02-04 08:00:00,68.66,0.437,74.11,23.01,0.948,72.8,70.25,0,0,No,90.39,646
M10,2024-02-04 09:00:00,82.81,0.452,83.63,4.14,0.902,78.32,108.1,0,0,No,91.87,921
M2,2024-02-04 10:00:00,97.81,0.617,126.49,17.27,0.991,99.77,78.21,0,1,Yes,80.96,412
M8,2024-02-04 11:00:00,67.58,0.623,80.91,14.75,0.776,85.26,87.89,0,0,No,90.02,529
M6,2024-02-04 12:00:00,70.59,0.351,117.25,16.31,0.846,87.46,113.29,0,0,No,91.36,560
M5,2024-02-04 13:00:00,67.08,0.417,58.74,8.43,0.85,80.71,104.41,1,1,Yes,86.13,365
M9,2024-02-04 14:00:00,67.39,0.589,129.0,7.53,0.772,106.95,86.06,0,0,No,88.62,653
M1,2024-02-04 15:00:00,49.97,0.34,74.6,16.42,0.877,70.5,74.4,1,1,Yes,79.21,772
M5,2024-02-04 16:00:00,55.08,0.741,82.47,5.17,0.833,64.21,103.18,1,1,Yes,81.71,593
M6,2024-02-04 17:00:00,76.16,0.622,113.61,10.07,0.834,96.86,105.04,0,0,No,94.26,209
M5,2024-02-04 18:00:00,97.7,0.534,105.41,4.52,0.809,76.18,122.56,1,1,Yes,86.88,547
M6,2024-02-04 19:00:00,65.8,0.578,117.9,0.2,0.705,84.1,62.62,0,1,Yes,90.26,732
M6,2024-02-04 20:00:00,78.43,0.407,74.43,23.28,0.857,97.16,101.77,0,0,No,91.3,782
M7,2024-02-04 21:00:00,100.52,0.375,94.26,10.36,0.801,84.24,113.75,0,1,Yes,83.59,507
M4,2024-02-04 22:00:00,70.05,0.415,87.66,23.26,0.7,102.31,93.7,1,1,Yes,93.36,217
M8,2024-02-04 23:00:00,50.08,0.6,77.8,3.37,0.792,81.36,76.05,0,0,No,81.1,496
M7,2024-02-05 00:00:00,62.57,0.54,111.92,14.1,0.784,72.92,86.13,0,0,No,90.6,919
M9,2024-02-05 01:00:00,65.06,0.415,118.86,4.82,0.818,56.47,100.56,0,0,No,89.57,837
M7,2024-02-05 02:00:00,48.79,0.65,93.26,18.96,0.74,83.01,92.69,1,1,Yes,82.55,654
M3,2024-02-05 03:00:00,73.08,0.465,130.45,18.81,0.852,57.64,104.56,0,0,No,92.25,460
M3,2024-02-05 04:00:00,89.23,0.361,84.29,2.7,0.908,83.25,119.19,0,0,No,86.97,717
M8,2024-02-05 05:00:00,66.85,0.551,129.97,21.89,0.889,94.6,94.01,0,0,No,88.92,202
M5,2024-02-05 06:00:00,76.31,0.297,111.24,4.67,0.941,79.83,118.3,0,0,No,93.04,963
M4,2024-02-05 07:00:00,80.94,0.163,75.53,14.71,0.836,81.9,98.27,0,0,No,85.39,814
M8,2024-02-05 08:00:00,88.5,0.499,139.63,23.66,0.856,89.16,105.08,0,0,No,85.3,729
M6,2024-02-05 09:00:00,93.34,0.369,91.11,21.18,0.943,86.7,98.24,0,0,No,86.42,333
M2,2024-02-05 10:00:00,93.55,0.449,124.1,22.96,0.828,91.6,105.47,0,0,No,84.89,1046
M4,2024-02-05 11:00:00,62.81,0.307,102.91,8.22,0.91,79.81,108.08,0,0,No,89.46,360
M4,2024-02-05 12:00:00,97.48,0.742,107.49,2.53,0.83,57.49,109.63,0,1,Yes,82.43,350
M6,2024-02-05 13:00:00,93.72,0.368,118.02,4.52,0.825,91.76,100.05,0,0,No,84.39,571
M6,2024-02-05 14:00:00,92.85,0.414,116.92,12.01,0.928,77.61,50.04,0,0,No,85.96,364
M1,2024-02-05 15:00:00,90.21,0.576,93.16,19.04,0.752,71.21,108.93,0,0,No,89.52,481
M8,2024-02-05 16:00:00,51.38,0.225,110.63,3.6,0.802,83.36,70.45,0,0,No,80.55,765
M6,2024-02-05 17:00:00,88.89,0.21,109.13,15.83,0.767,81.87,90.9,0,0,No,85.43,474
M3,2024-02-05 18:00:00,84.83,0.576,104.27,7.77,0.808,72.51,64.13,0,0,No,92.7,721
M9,2024-02-05 19:00:00,51.95,0.411,95.93,8.19,0.769,67.14,125.48,0,0,No,85.88,368
M2,2024-02-05 20:00:00,71.78,0.32,104.23,15.89,0.874,84.68,106.26,0,0,No,93.94,583
M8,2024-02-05 21:00:00,79.15,0.621,139.35,11.21,0.939,71.5,95.11,0,0,No,87.64,864
M10,2024-02-05 22:00:00,99.96,0.338,94.1,19.49,0.936,81.14,121.28,0,1,Yes,83.09,378
M3,2024-02-05 23:00:00,85.87,0.445,124.13,3.74,0.809,83.73,107.98,1,1,Yes,88.64,738
M5,2024-02-06 00:00:00,62.03,0.321,87.61,18.96,0.997,89.68,101.87,0,0,No,87.45,766
M6,2024-02-06 01:00:00,100.43,0.561,82.37,1.54,0.878,101.19,105.93,0,1,Yes,82.55,1041
M10,2024-02-06 02:00:00,75.66,0.766,165.53,4.66,0.82,82.37,94.27,0,0,No,81.24,494
M6,2024-02-06 03:00:00,71.16,0.128,110.8,15.75,0.951,75.75,81.4,0,0,No,88.48,490
M4,2024-02-06 04:00:00,84.11,0.523,111.35,20.52,0.919,96.58,114.41,0,0,No,92.72,366
